text,helpfulness
"fornecimento de mateliol gróflco, objetivando atender as necessidades do Secretaria de Saúde do Municlp!o de Coroúbos do Piauf[Pl)",5.0
aquisição material e consumo para enfrentamento do corona vírus (COVID-19) no município deEsperantina. ,5.0
aquisição material e consumo para enfrentamento do corona vírus (COVID-19) no município deEsperantina. ,5.0
aquisição material e consumo para enfrentamento do corona vírus (COVID-19) no município deEsperantina. ,5.0
aquisição material e consumo para enfrentamento do corona vírus (COVID-19) no município deEsperantina. ,5.0
aquisição material e consumo para enfrentamento do corona vírus (COVID-19) no município deEsperantina. ,5.0
aquisição material e consumo para enfrentamento do corona vírus (COVID-19) no município deEsperantina. ,5.0
"AQUISIÇÃO DE MATERIAL PERMANENTE PARA USO NAS AÇÕES DEACOLHIMENTO PARA PACIENTES E EQUIPE MÉDICA DO CENTRO INTEGRADO DEESPECIALIDADES MtDICAS (CIEMI, DO MUNICIPIO DE PICOS-PI""",5.0
Aquisição de material de informatica ara atender as necessidades das secretarias do município de I.nzilândia-PI,5.0
"Contratação de empresa para fornecimento de material gráfico, para atender as demandas da secretaria municipal de saúde do Município de Cocal-PI. ",5.0
"AQUISIÇÃO DE MATERIAIS NECESSARIOS EM CARATER DE URGENCIA, PARA O FUNDO MUNICIPAL DE SAUDE VISANDO ACOES DE COMBATE AO CORONAVIRUS",5.0
AQUISIÇÃO DE MATERIAL DEI SUMO PARA ATENDER DEMA DA DAS AÇÕES DE PREVENÇÃO E COMBATE AO COVID-19 O MUNIC!PIO.,5.0
" AQUISIÇÃO DE MATERIAIS DE CONSTRUÇÃO PARA REFORMA E ADEQUAÇÃO DE ÁREA ESPECIFICA PARA ATENDIMEITTO DOS PACIENfES COM SUSPEITA DE COVID-19 NO HOSPITAL MUNICIPAL.
DE MONSENHOR GIL - PI",5.0
" Aquisição de material e equipamentos permanente para Unidade de Atenção Especializada em Saúde, conforme especificações, quantidades e preços apresentados pela
contratada. ",5.0
"AQUISIÇÃO DE 8 TENDAS PARA ATENDER DEMANDA DAS AÇÕES DE PREVENÇÃO E
COMBATE AO COVID-19 NO MU ICIPIO. ",5.0
"O objeto do presente processo de dispensa é a aquisição de camisetas, faixas, adesivos e cartazes a serem utilizados em Barreiras Sanitárias no combate ao
coronavírus, na sede e zona rural do município de Palmeira do Piauí/PI ",5.0
Aquisição de material de construção para a realização manutenção predial e adequação emergenciais na Ala C para uso do setor COVID-19 em virtude da situação de emergência na forma estabelecida pela lei 13.979/2020,5.0
 Aquisição de utensílios de cozinha para os hospitais de campanha Pe. Pedro Balzi ,5.0
 Aquisição de utensílios de cozinha para os hospitais de campanhe Lar da Fraternidade,5.0
"Aquisição de insumos para Secretaria Municipal de Assistência Social destinado ao enfrentamento da emergência de saúde pública, causada pelo Coronavírus (Covid-19), no Município de Monte Alegre do Piauí - P",5.0
Aquisição de Tonneres,5.0
"AQUISICAO DE MATERIAL PERMANENTE HOSPITALAR, PARA EQUIPAR O HOSPITAL NOSSA SENHORA DE FATIMA PARA ATENDER PACIENTES INFECTADOS PELO COVID-19 NO MUNICIPIO DE PARNAIBA",5.0
"Aquisição de materiais necessários, em caráter de urgência, visando ações de combate ao Coronavirus no Município de Júlio Borges - PI",5.0
"Prestação dos serviços de fornecimento de material de con trução para atender todas as secretarias municipais de Landri Sales - PI, Conforme especificações e quantidades nos autos deste procedimento",5.0
"Aquisição de produtos de saúde para uso no combate ao corona vírus (Covid-19), no município de Santa Cruz do Piauí-PI. ",5.0
"Aquisição de tecido 100% algodão destinado à confecção de máscaras de proteção facial, Publicado originalmente em 28/05, pg. 91, com valor de R$ 4.207,86.",5.0
CONTRATAÇÃO DE EMPRESA PARA CONFECÇÃO DE COLETES EM TECIDO E CAMISETAS GOLA POLO PARA ATENDER AS NECESSIDADES DOS PROFISSIONAIS DA SAÚDE NO ENFRENTAMENTO AO COVID-19 NO MUNICÍPIO DE PADRE MARCOS/PI,5.0
"Alteração do valor do contrato nº 048/2020, publicado originalmente em 23/04, pg. 205, com aumento de quantitativos de R$ 3.770,00 (três mil, setecentos setenta reais}, oorrespondente a 25% do valor do oontrato",5.0
Serviços de Produção de Material Visual,5.0
ADITIVO DE Acréscimo de 50% à dispensa 05/2020,5.0
Aquisição de lençóis ·para áreà::destinada ao tratamento de pacientes da COVID -19 :do Hospital Senador Dirceu. Mendes Arcoverde. :do Município de Água Branca/PI.,5.0
"Aquisição de Materiais e produtos, em caráter de urgência, destinados ao enfrentamento ela emergência de saúde pública decorrente do novo coronavirus (COVID• 19), no Município de Caracol - PI.",5.0
PARA A AQUISIÇÃO DE 600 (SEISCENTAS) UNIDADES DE COLETOR PARA LIXO CONTAMINADO DE MATERIAL PERFURO-CORTANTE,5.0
 AQUISIÇÃO DE 10.000 (DEZ MIL) PLAQUETAS PARA IDENTIFICAÇÃO DO SETOR DE PATRIMÔNIO,5.0
Aquisição de portas e janelas de vidro temperado para o hospital regional de Paulistana-PI,5.0
Aquisição de material gráfico (sinalização de distanciamento e placas de avisos) no combate a COVID-19 para a sede da Prefeitura Municipal de Água Branca/PI.,5.0
"CONTRATAÇÃO DE PESSOA JURIDICA ESPECIALIZADA AO FORNECIMENTO, EM CARÁTER EMERGENCIAL, DE MATERIAL DE PRIMEffiOS SOCORROS (KlT'S DE EMERGENCIA) PARA ATENDER A PREFEITURA MUNICIPAL DE NOVO SANTO ANTÔNIO PL COM O PROPÓSITO DE INSTRUMENTALIZAR AS MEDIDAS DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA INSTALADA PELO NOVO CORONAVíRUS",5.0
"Contratação de empresa para o fomecmento de materiais descartáveis para refeições dos pacientes internados e profissionais da saúde que atuam no enfrentamento da COVID-19, para enfrentamento da pandemia causada pelo coronavirus-COVID-19, conforme especificações e demais exigências previstas neste edital e seus anexos, como se aqui estivessem transcritos",5.0
"fornecimento e instalação (com transporte) de 02(duas) unidades de caixas d’água em polietileno, 10.000 litros com base de concreto de dez metros de altura, para serem instaladas no terreno onde será localizado 0 Hospital de Campanha com 60 UTI’s anexo ao Hospital de Urgência de Teresina- HUT, em caráter de emergência, como medida de combate ao covid-19,",5.0
"AQUISIÇÃO DE D/SPENSER PARA ALCOOL EM GEL, COM ACIONAMENTO A PEDAL, CAPACIDADE PARA 5 LITROS PARA ATENDER ÀS NECESSIDADES DO MUNICIPIO DE RIBEIRO GONÇALVES-PI.",5.0
AQUISIÇÃO DE MATERIAL DE CONSUMO PARA CANTINA DO DOADOR E LIMPEZA,5.0
fornecimento e instalação de cortinas laváveis entre os leitos dos Hospitais de Campanha Pe. Pedro Balzi,5.0
"Aquisição de TV Led 32"" com entrada HDMI destinado a UTI do Instituto de Doenças Tropicais Natan Portela",5.0
"CONTRATAÇÃO DE ABASTECIMENTO DE MlL CARRADAS COM AGUA POTÁVEL PARA CONSUMO HUMANO, PARA ABASTECIMENTOS DE CAIXAS DE 10.000L NOS PONTOS DE COLETA PELA POPULAÇÃO EM GERAL,",5.0
"aquisição de materiais de consumo (copa/cozinha, etc) para o Hospital Regional de Paulistana-PI.",5.0
Aquisição de Armários de aço e Mesa para refeição no leito destinado a UTI do Instituto de Doenças Tropicais Natan Portela,5.0
AQUISIÇÃO DE MATERAIS DE CONSTRUÇÃO DESTINADOS A AMPLIAÇÃO DE ANEXO DO H.N.S-Ação Combate: COVID-19,5.0
AUTORIZAÇÃO P/AQUISIÇÃO MATERAIS DE CONSTRUÇÃO DESTINADOS A AMPLIAÇÃO DE ANEXO DO H.N.S Ação Combate: COVID-19 (PA n2 027/2020),5.0
"Fornecimento de produtos de segurança e de comodidade que possibilitarão aos profissionais da saúde e colaboradores a execução dos serviços de combate ã disseminação do coronavlrus (SARS-CoV-2), nas barreiras sanitárias com conforto, segurança e eficácia, bem como controlar e exigir que se cumpra, o distanciamento mínimo entre pessoas nas filas enquanto aguardam atendimento nos locais públicos e particulares.",5.0
"Fornecimento de produtos de segurança e de comodidade que possibilitarão aos profissionais da saúde e colaboradores a execução dos serviços d e combate à disseminação do coronavírus (SARS-CoV-2), nas barreiras sanitãrias com conforto, segurança e eficácia, bem como controlar e exigir que se cumpra, o distanciamento mínimo entre pessoas nas filas enquanto aguardam atendimento nos locais públicos e particulares.",5.0
"Fornecimento de produtos de segurança e de comodidade que possibilitarão aos profissionais da saúde e colaboradores a execução dos serviços d e combate à disseminação do coronavírus (SARS-CoV-2), nas barreiras sanitãrias com conforto, segurança e eficácia, bem como controlar e exigir que se cumpra, o distanciamento mínimo entre pessoas nas filas enquanto aguardam atendimento nos locais públicos e particulares.",5.0
Aquisição de Serviços de Cópias (Xerox),5.0
AQUISIÇÃO DE MATERIAL DE CONSUMO (etiquetas couchê e rolos de ribbons cera),5.0
"Dispensa para contratar empresa fornecedora de Equipamentos Tablets com tecnologia digital 3G/4G/4G+, objetivando a implantação de estruturas de Salas de Visitas Virtuais para pacientes da COVID-19 que encontram-se em Hospitais, bem como abrigos e casas de apoio mantidas pelo Governo do Estado do Piauí",5.0
"Contratagao em cardter emergencial de empresa especializada em locagao de enxoval hospitalar: fornecimento, higienizagéo do enxoval hospitalar e servico de logistica externa para o Hospital de Campanha Nossa Senhora de Fatima, com finalidade em atender aos profissionais do hospital e pacientes internados com Covid-19,",5.0
"presente contrato tem por objeto a aquisicgéo em carater
emergencial, a pronta entrega, de vestimentas para a atencao basica com finalidade de atender e identificar profissionais que trabalham na linha de frente no enfrentamento ao COVID-19, no municipio de Parnaiba - PI,",5.0
Aquisição de Pastas AZ,5.0
"Aquisição de tecidos para confecção de materiais voltados para o enfrentamento da disseminação do Novo Coronavírus (Covid-19) , no Município de Campo Largo do Piauí-PI.",5.0
Aquisição de material gráfico (sinalização de distanciamento e placas de avisos) no combate a COVID-19 para a sede da Secretária Municipal de Saúde e UBS,5.0
"CONTRATAÇÃO DE EMPRESA PARA COMPRA DE INSUMOS (TNT, ELÁSTICO, ARAME, PLACA DE PET G) CONFORME DISPOSTO NOS ANEXOS I e II, EM VIRTUDE DA NECESSIDADE DE MINIMIZAR OS
RISCOS DE CONTAMINAÇÃO PELO COVID-19 (CORONA VÍRUS), A SEREM USADOS NA CONFECÇÃO DE EPI’S PARA ATENDER AO ACORDO DE COOPERAÇÃO TÉCNICA 01/2020, CELEBRADO ENTRE A FMS E A SEMEST, BEM COMO PARA OS SERVIDORES PÚBLICOS DAS ÁREAS ADMIINSTRATIVAS DA PREFEITURA MUNICIPAL DE TERESINA",5.0
"Contratação de empresa para forne cimento de lençóis
para atende r as necessi dades do Hospital Municipal de UniãoPI.",5.0
"CONTRATAÇÃO DE PESSOA JURÍDICA PARA O FORNECIMENTO DE MATERIAIS!PERMEÁVEIS (NAPA, PROTETOR FACIAL, ELÁTICO E OUTROS) PARA A FABRICAÇÃO DE EPl'S DESTINADOS AOS AGENTES DE COMBATE AO COVID-19, PANDEMIA DE CORONAVIRUS NO MUNICIPIO DE BERTOLÍNIA",5.0
AQUISIÇÃO DE IMPRESSOS GRÁFICOS PARA ATENDIMENTO As MEDIDAS DE ENFRENTAMENTO A PANDEMIA DO CORONAVIRUS-COVID-19.,5.0
"Contratação de empresa para a aquisição do material em aviamento para a confecção de Equipamentos de Proteção Individual - EPI, que serão utilizados por funcionários da Secretaria Municipal de Saúde, que estão atuando na campanha de combate e prevenção ao COVID-19 no município de Pedro",5.0
"Contratação de empresa para a aquisição de material de aviamento para a confecção de Equipamentos de Proteção Individual - EPI, que serão utilizados por funcionários da rede do Sistema Único da Assistência Social - SUAS, que estão atuando na campanha de combate e prevenção ao COVID-19 no município de Pedro 11/PMPII/Pl.",5.0
"O objeto do presente contrato consiste na Contratação Direta de Empresa Especializada no Fornecimento de Móveis para equipar o Hospital de Campanha utilizado no enfrentamento ao COVID- 19, no Munlcfplo de Santa Filomena - PI.",5.0
"Dispensa de Licitação para contratar empresa fornecedora de serviço de Telefonia Móvel Pessoal (SMP) sob plano Pós Pago nas modalidades serviço de Internet 4G, em caratér emergencial ,por esta Agência de Tecnologia da Informação-ATI",5.0
"Contratação de empresa para a aquisição de material de aviamento para a confecção de Equipamentos de Proteção Individual - EPI, que serão utilizados por funcionários da rede do Sistema Único da Assistência Social - SUAS, que estão atuando na campanha de combate e prevenção ao COVID-19 no município de Pedro 11/PMPJI/Pl.",5.0
"Contratação de empresa para a aquisição de material de aviamento para a confecção de Equipamentos de Proteção Individual - EPI, que serão utilizados por funcionários da rede do Sistema Único da Assistência Social - SUAS, que estão atuando na campanha de combate e prevenção ao COVID-19 no município de Pedro 11/PMPII/Pl.",5.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE CHAPA DE PROTEÇÃO E ADESIVAÇÃO, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE NA PREVENÇÃO DO COVID-19, NO MUNICIPIO DE CARIDADE DO PIAU(/PI.",5.0
Aquisição de materiais impressos para atender as demandas do Hospital Estadual João Luiz de Moraes,5.0
"PRORROGAÇÃO FORNECIMENTO DE MATERIAL DE EXPEDIENTE NA CIDADE DE CANTO DO BURITI - PI, PARA O HOSPITAL ESTADUAL DOMINGOS CHAVES",5.0
Fornecimento de utensllios de uso comum que serão disponibilizados às equipes no enfrentamento direto ao novo corona vírus no município de Valença do Piauí conforme especificações.,5.0
"PRORROGAÇÃO FORNECIMENTO DE MATERIAL GRÁFICO, PARA O HOSPITAL ESTADUAL DOMINGOS CHAVES",5.0
Aquisição de Tonneres,5.0
CONTRATAÇÃO DE EMPRESA PARA CONFECÇÃO DE CAMISAS E BORDADOS PARA A SECRETARIA MUNICIPAL SAÚDE.,5.0
Aquisição de Materiais Descartáveis,5.0
Aquisição emergencial de material de expediente.,5.0
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE PROTEÇÃO EM CHAPA CRISTA L E PLACAS IND ICATIVAS. PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL. CONTRA O COVI0-19. NO MUNICÍPIO DE CARIDADE DO PIAUÍ/PI.,5.0
aquisição de resina para impressora 3D que utilizam a tecnologia de processamento da luz (DPL),5.0
Aquisiçaõ de material de expediente,5.0
Contratação de empresa para aquisição de Colchões (casal e solteiro) e Colchonetes para atender as necessidades do Município de Castelo do PiauílPI,5.0
Aquisição de Gás e Água Mineral,5.0
Aquisição de Tonneres,5.0
Aquisição de Tecidos p/ confecção roupas p funcionários Centro Cirurgico e UTI,5.0
"Contratação de empresa especializada para a aquisição de material hospitalar, por meio de bisnagas para colocação de álcool em gel para distribuição, em atendimento as necessidades da Secretaria Municipal de Saúde, como medida de prevenção e combate a emergência de saúde pública decorrente do novo Coronavfrus (COVID-19), no Município de Antônio Almeida/PI",5.0
Aquisição de jogo de cama e travesseiros para o repouso Dos funcionarios,5.0
Aquisição de Material de expediente,5.0
Tecido percal para confecção de lençóis para paciente,5.0
Aquisição de Tonneres,5.0
"Contratação de empresa especializada para fornecimento de toner com cessão de impressoras, para este Hospital.",5.0
"Contratação de empresa especializada para fornecimento de enxovais hospitalares para profissionais que vão trabalhar com COVID-19, neste Hospital",5.0
"aquisição de Barreira de proteção em acrílico para guichês de atendimento, placas, faixas, baneres, adesivos, pedestais, padronização em geral, para atender as necessidades da Prefeitura Municipal de Barras e de suas Secretarias no combate ao Covid-19",5.0
"Contratação de empresa para a aquisição de materiais de expediente descritos na planilha orçamentaria, para atender as medidas de enfrentamento a, pandemia do Coronavfrus - Covid -19, realizadas pela Secretaria Municipal de Saóde de Paquetá-PI0.",5.0
Contratação de empresa para fornecimento de tecidos para confecção de lenções e toalhas para Hospital Regional de Campo Maior,5.0
Contratação de empresa para fornecimento de dois aventais pumblíferos para o Hospital Regional de Campo Maior,5.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA, EM CARÁTER DE URGÊNCIA, PARAAQUISIÇÃO DE APARELHOS DE CONDICIONADORES DE AR PARA PREPARAR, DE FORMA PREVENTIVA, O HOSPITAL INFANTIL LUCÍDIO PORTELA - HILP, BEM COMO DAR ESTRUTURA PARA ATENDER POSSÍVEIS PACIENTES INFECTADOS PELO NOVO CORONAVÍRUS, RESPONSÁVEL PELO SURTO DE ABRANGÊNCIA NACIONAL",6.0
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA, EM CARÁTER DE URGÊNCIA, PARA ADQUIRIR CONDICIONADORES DE AR PARA COMPOR A ÁREA EXCLUSIVA DOS LEITOS COM PACIENTES INFECTADOS OU SUSPEITA DE COVID-19 NO HOSPITAL INFANTIL LUCÍDIO PORTELA - HILP, ALÉM DOS LEITOS NOVOS QUE SERVIRÃO DE RETARGUARDA PARA OS PACIENTES INFECTADOS PELO COVID-19 (NOVO CORONAVÍRUS).",6.0
AQUISIÇÃO DE CENTRAIS DE AR CONDICIONADO PARA ATENDER AS NECESSIDADES DO HOSPITAL REGIONAL JUSTINO LUZ - HRJL,6.0
"AQUISIÇÃO EMERGENCIAL DE APARELHOS DE AR CONDICIONADOS NECESSÁRIOS A ATENDER A MATERNIDADE DONA EVANGELINA ROSA - MDER, EM DECORRÊNCIA DO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA CARACTERIZADA COMO DE CALAMIDADE PÚBLICA DECORRENTE DO NOVO CORONAVIRÚS (COVID-19)",6.0
Contratação de empresa para confecção de totem de estrutura metalizada com revestimento de alumínio e padronizado em adesivo vinil e suporte para álcool em gel. para atender as necessidades do município de Altos.,6.0
"CONTRATAÇAO DE SERVIÇOS DE VIDRAÇARIA PARA CENTRO INTEGRADO DE ESPEClALIDADES MÉDJCAS, UNIDADE DE SUPORTE NO ENFRENTAMENTO A PANDEMlA DO COVID-19 NO MUNICIPIO DE PICOS-PI",6.0
Aquisição Umidificadores e outros itens conforme orçamentos no Processo que vincula o ato,6.0
"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE CORTINAS PERSIANA E DIVISÓRIA PARA EQUIPAR OS LEITOS DO HOSPITAL FLORISA SILVA NO COMABTE AO COVID-19, NO MUNICÍPIO DE JAICÓS • PI",6.0
"CONFECÇÃO DE TOTEMS DE ESTRUTURA METALIZADA COM REVESTIMENTO DE ALUMÍNIO E PADRONIZADO EM ADESIVO VINIL E SUPORTE PARA ALCOOL GEL NO TAMANHO DE 1,50 x 0,50CM PARA ATENDER AS NECESSIDADES DO MUNICÍPIO DE MIGUEL LEÃO-PIAUÍ (2 unidades)",6.0
Aquisição de totem de álcool em gel,6.0
Aquisição de totens com estrutura metalizada com revestimento de alumínio e padronizado cm adcsil'O vinil e uponc para álcool em gel 110 tamanho de 1.50 x 0.50cm para atender as necessidades da secretaria de Saúde do Município de Pimenteiras/PI,6.0
"Fornecimento de 06 DISPENSER TOTEM DE ÁLCOOL EM GEL , para atender as necessidade da Secretaria Municipal de Saúde de Aroazes - Pi, no controle da Pandemia COVID -19",6.0
"contratação direta para Aquisição de pulverizador costal, destinado a vigilância sanitária para ser utilizado nas ações de combate e prevenção da pandemia Covid-19, em Uruçui.PI.",6.0
"Contratação direta para Aquisição da aparelhos (SMARTPHONES), destinados ao Caps, Secretaria de Saúde e Vigilância Sanitária, para posslbllltar a comunicação dos usuérlos, em virtude da pandemia da Covid-19, em Uruçui-PI.",6.0
Aquisição de Totens c/ estrutura metalizada ( ... ) conforme orçamentos acostados ao Processo que vincula o ato.,6.0
Prestação de serviços de confecção de totem de álcool em gel,6.0
"AQUISIÇÃO DE ATOMIZADOR COSTAL 41 ,5 CC 2 TANQUE 14 L, PARA DESINFECÇÃO DOS AMBIENTES PÚBLICOS PARA EVITAR A DISSEMINAÇÃO DO COVlD-19 o MUNICIPIO DE SÃO RAJMUNDO
NONATO-PI. Foi publicado sem valor no DOM, e teve o valor complementado com informações do sistema Contratos Web do TCE/PI.",6.0
" CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE TERMOMETRO COM INFRAVERMELHO PARA TESTA, NO INTUITO DE SER UTILIZADO NO COMBATE AO COVID-19, NO MUNICÍPIO DE JAICÓS- PI. ",6.0
"AQUISIÇÃO DE 05 (CINCO) TOTEM DE ÁLCOOL GEL, PARA ATENDER AS NECESSIDADES DO MUNICIPIO DE PRATA DO PIAUÍ - PI, COM O PROPÓSITO DE INSTRUMENTALIZAR AS MEDIDAS DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA INSTALADA PELO NOVO CORONAVÍRUS.",6.0
